$Info: Start...
Info: get 10000 brown.words
Info: annotate pos_tag (10000 tokens)
Info: convert to pyrata format 
Info: control pyrata cpu time and memory usage
Info: end.
         5803160 function calls (5744724 primitive calls) in 11.093 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 linearlogic.py:15(Tokens)
        1    0.000    0.000    0.000    0.000 boolalg.py:1228(Implies)
        1    0.000    0.000    0.000    0.000 probability.py:1149(CrossValidationProbDist)
        1    0.000    0.000    0.000    0.000 bessel.py:633(hankel2)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(TokenInfo)
        1    0.000    0.000    0.000    0.000 core.py:6621(_extrema_operation)
        1    0.000    0.000    0.000    0.000 _iotools.py:134(LineSplitter)
        1    0.000    0.000    0.000    0.000 transforms.py:1464(InverseFourierTransform)
        1    0.000    0.000    0.000    0.000 snowball.py:908(DanishStemmer)
        1    0.000    0.000    0.000    0.000 numbers.py:2764(Half)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:504(AddressList)
        1    0.000    0.000    0.000    0.000 association.py:255(TrigramAssocMeasures)
        1    0.000    0.000    0.000    0.000 panlex_lite.py:20(PanLexLiteCorpusReader)
        1    0.000    0.000    0.000    0.000 _internal.py:204(dummy_ctype)
        1    0.000    0.000    0.000    0.000 core.py:2594(MaskedIterator)
        1    0.000    0.000    0.000    0.000 _exceptions.py:9(SAXException)
        1    0.000    0.000    0.000    0.000 senna.py:49(Senna)
        2    0.000    0.000    0.000    0.000 _regex_core.py:2073(<genexpr>)
        1    0.000    0.000    0.000    0.000 api.py:242(CategorizedCorpusReader)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:194(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 collocations.py:270(QuadgramCollocationFinder)
        1    0.000    0.000    0.000    0.000 sentiwordnet.py:44(SentiWordNetCorpusReader)
        1    0.000    0.000    0.000    0.000 unix_events.py:895(BaseChildWatcher)
        1    0.000    0.000    0.000    0.000 tools.py:35(typed)
        1    0.000    0.000    0.000    0.000 python.py:11(PythonPrinter)
        1    0.000    0.000    0.000    0.000 knbc.py:25(KNBCorpusReader)
        1    0.000    0.000    0.000    0.000 polyoptions.py:684(Gen)
        2    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        1    0.000    0.000    0.000    0.000 threading.py:494(Event)
        1    0.000    0.000    0.000    0.000 boxer.py:1160(BoxerPred)
        1    0.000    0.000    0.000    0.000 __init__.py:1121(FileHandler)
        1    0.000    0.000    0.000    0.000 protocols.py:9(BaseProtocol)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:1403(FourierTransform)
        1    0.000    0.000    0.000    0.000 transports.py:191(SubprocessTransport)
        1    0.000    0.000    0.000    0.000 api.py:294(PhraseTable)
        1    0.000    0.000    0.000    0.000 typing.py:1551(SupportsBytes)
        1    0.000    0.000    0.000    0.000 records.py:97(format_parser)
        1    0.000    0.000    0.000    0.000 error_functions.py:2612(_eis)
        1    0.000    0.000    0.000    0.000 error_functions.py:944(erf2inv)
        1    0.000    0.000    0.000    0.000 case.py:1485(_SubTest)
        1    0.000    0.000    0.000    0.000 __init__.py:1038(StreamHandler)
        1    0.000    0.000    0.000    0.000 corenlp.py:40(CoreNLPServer)
        1    0.000    0.000    0.000    0.000 <string>:1(__new__)
        1    0.000    0.000    0.000    0.000 snowball.py:36(SnowballStemmer)
        1    0.000    0.000    0.000    0.000 _exceptions.py:46(SAXParseException)
        1    0.000    0.000    0.000    0.000 boxer.py:1212(BoxerNamed)
        1    0.000    0.000    0.000    0.000 modules.py:1001(SubQuotientModule)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1254(XMLPullParser)
        1    0.000    0.000    0.000    0.000 xmlreader.py:340(AttributesNSImpl)
        1    0.000    0.000    0.000    0.000 boxer.py:800(BoxerDrsParser)
        2    0.000    0.000    0.000    0.000 core.py:3417(shape)
        1    0.000    0.000    0.000    0.000 indian.py:27(IndianCorpusReader)
        1    0.000    0.000    0.000    0.000 _base.py:97(_FirstCompletedWaiter)
        1    0.000    0.000    0.000    0.000 lexicon.py:46(Token)
        3    0.000    0.000    0.000    0.000 core.py:78(do_one)
        1    0.000    0.000    0.000    0.000 prover9.py:112(Prover9Parent)
        1    0.000    0.000    0.000    0.000 plot.py:611(LineOver1DRangeSeries)
        1    0.000    0.000    0.000    0.000 _regex_core.py:1888(ZeroWidthBase)
        4    0.000    0.000    0.000    0.000 mpelements.py:34(_set_mpc)
        4    0.000    0.000    0.000    0.000 basic.py:147(_hashable_content)
        4    0.000    0.000    0.000    0.000 typing.py:889(<genexpr>)
        4    0.000    0.000    0.000    0.000 manualintegrate.py:272(rewriter)
        1    0.000    0.000    0.000    0.000 downloader.py:291(Collection)
        1    0.000    0.000    0.000    0.000 matrices.py:66(DeferredVector)
        1    0.000    0.000    0.000    0.000 ndim_array.py:14(ArrayKind)
        1    0.000    0.000    0.000    0.000 zipfile.py:775(_Tellable)
        1    0.000    0.000    0.000    0.000 datetime.py:1141(tzinfo)
        1    0.000    0.000    0.000    0.000 regexp.py:1133(RegexpParser)
        1    0.000    0.000    0.000    0.000 plaintext.py:209(EuroparlCorpusReader)
        1    0.000    0.000    0.000    0.000 random.py:709(SystemRandom)
        1    0.000    0.000    0.000    0.000 gzip.py:74(_PaddedFile)
        1    0.000    0.000    0.000    0.000 gale_church.py:80(LanguageIndependent)
        1    0.000    0.000    0.000    0.000 boxer.py:1124(BoxerIndexed)
        1    0.000    0.000    0.000    0.000 bessel.py:688(SphericalBesselBase)
        1    0.000    0.000    0.000    0.000 events.py:572(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 complexes.py:1180(principal_branch)
        1    0.000    0.000    0.000    0.000 polyoptions.py:384(Composite)
        1    0.000    0.000    0.000    0.000 doctest.py:353(_OutputRedirectingPdb)
        1    0.000    0.000    0.000    0.000 prover9.py:307(Prover9)
        1    0.000    0.000    0.000    0.000 formal.py:1625(FormalPowerSeriesCompose)
        1    0.000    0.000    0.000    0.000 relational.py:685(_Inequality)
        1    0.000    0.000    0.000    0.000 bessel.py:1139(AiryBase)
        1    0.000    0.000    0.000    0.000 polyoptions.py:527(Gaussian)
        1    0.000    0.000    0.000    0.000 polyoptions.py:711(Symbols)
        2    0.000    0.000    0.000    0.000 numbers.py:2953(_as_mpf_val)
        1    0.000    0.000    0.000    0.000 relational.py:1018(StrictGreaterThan)
        1    0.000    0.000    0.000    0.000 symbol.py:19(Str)
        1    0.000    0.000    0.000    0.000 getlimits.py:295(finfo)
        1    0.000    0.000    0.000    0.000 tempfile.py:449(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 parse.py:180(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 mwe.py:36(MWETokenizer)
        2    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 nkjp.py:362(NKJPCorpus_Text_View)
        1    0.000    0.000    0.000    0.000 smoothing.py:20(WittenBell)
        1    0.000    0.000    0.000    0.000 core.py:972(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 api.py:28(ClassifierI)
        1    0.000    0.000    0.000    0.000 framenet.py:879(SpecialList)
        1    0.000    0.000    0.000    0.000 transforms.py:304(MellinTransform)
        1    0.000    0.000    0.000    0.000 assumptions.py:452(getit)
        1    0.000    0.000    0.000    0.000 xmldocs.py:25(XMLCorpusReader)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        5    0.000    0.000    0.000    0.000 typing.py:286(__init_subclass__)
        1    0.000    0.000    0.000    0.000 boxer.py:1345(BoxerEq)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:369(errstate)
        1    0.000    0.000    0.000    0.000 api.py:314(BaseModelBuilderCommand)
        3    0.000    0.000    0.000    0.000 orderings.py:157(__init__)
        1    0.000    0.000    0.000    0.000 api.py:260(BaseProverCommand)
        1    0.000    0.000    0.000    0.000 ordinals.py:257(OrdinalOmega)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 __init__.py:471(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 probability.py:1587(MutableProbDist)
        1    0.000    0.000    0.000    0.000 ipipan.py:253(IPIPANCorpusView)
        1    0.000    0.000    0.000    0.000 probability.py:590(UniformProbDist)
        1    0.000    0.000    0.000    0.000 transforms.py:1644(InverseSineTransform)
        1    0.000    0.000    0.000    0.000 rationalfield.py:9(RationalField)
        1    0.000    0.000    0.000    0.000 toolbox.py:20(ToolboxCorpusReader)
        1    0.000    0.000    0.000    0.000 __init__.py:1190(_StderrHandler)
        1    0.000    0.000    0.000    0.000 ascii.py:13(Codec)
        1    0.000    0.000    0.000    0.000 doctest.py:2652(_TestClass)
        1    0.000    0.000    0.000    0.000 modules.py:500(FreeModuleQuotientRing)
        1    0.000    0.000    0.000    0.000 logic.py:1686(LambdaExpression)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:255(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 plot.py:544(Line2DBaseSeries)
        1    0.000    0.000    0.000    0.000 _regex_core.py:4180(Info)
        1    0.000    0.000    0.000    0.000 code.py:162(InteractiveConsole)
        1    0.000    0.000    0.000    0.000 numbers.py:255(lucas)
        1    0.000    0.000    0.000    0.000 function.py:62(_coeff_isneg)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 line.py:2474(Line3D)
        1    0.000    0.000    0.000    0.000 punkt.py:529(PunktBaseClass)
        5    0.000    0.000    0.000    0.000 datetime.py:441(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 pydoc.py:1036(TextRepr)
        1    0.000    0.000    0.000    0.000 enumerative.py:92(PartComponent)
        1    0.000    0.000    0.000    0.000 logic.py:754(BasicType)
        1    0.000    0.000    0.000    0.000 gammasimp.py:478(_rf)
        1    0.000    0.000    0.000    0.000 collections.py:252(LazySubsequence)
        1    0.000    0.000    0.000    0.000 polyoptions.py:258(Expand)
        1    0.000    0.000    0.000    0.000 request.py:1476(FileHandler)
        1    0.000    0.000    0.000    0.000 runner.py:120(TextTestRunner)
        1    0.000    0.000    0.000    0.000 __init__.py:688(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 util.py:19(LazyCorpusLoader)
        1    0.000    0.000    0.000    0.000 index_tricks.py:555(ndenumerate)
        1    0.000    0.000    0.000    0.000 legality_principle.py:50(LegalitySyllableTokenizer)
        1    0.000    0.000    0.000    0.000 sonority_sequencing.py:43(SyllableTokenizer)
        1    0.000    0.000    0.000    0.000 formal.py:964(Coeff)
        1    0.000    0.000    0.000    0.000 mathieu_functions.py:24(mathieus)
        1    0.000    0.000    0.000    0.000 yacc.py:108(PlyLogger)
        1    0.000    0.000    0.000    0.000 numpy.py:467(CuPyPrinter)
        1    0.000    0.000    0.000    0.000 pathlib.py:1553(WindowsPath)
        1    0.000    0.000    0.000    0.000 timeutils.py:40(<listcomp>)
        1    0.000    0.000    0.000    0.000 collections.py:617(Trie)
        1    0.000    0.000    0.000    0.000 threading.py:261(_is_owned)
        1    0.000    0.000    0.000    0.000 relational.py:767(GreaterThan)
        1    0.000    0.000    0.000    0.000 diophantine.py:445(BinaryQuadratic)
        2    0.000    0.000    0.000    0.000 rootoftools.py:82(__init__)
        1    0.000    0.000    0.000    0.000 transitionparser.py:27(Configuration)
        2    0.000    0.000    0.000    0.000 libmpf.py:345(to_int)
        1    0.000    0.000    0.000    0.000 api.py:403(ProverCommandDecorator)
        1    0.000    0.000    0.000    0.000 sentiwordnet.py:111(SentiSynset)
        1    0.000    0.000    0.000    0.000 doctest.py:436(Example)
        1    0.000    0.000    0.000    0.000 opinion_lexicon.py:50(OpinionLexiconCorpusReader)
        1    0.000    0.000    0.000    0.000 _datasource.py:100(__init__)
        1    0.000    0.000    0.000    0.000 discourse.py:133(DrtGlueReadingCommand)
        2    0.000    0.000    0.000    0.000 index_tricks.py:144(__init__)
        1    0.000    0.000    0.000    0.000 polyutils.py:169(<listcomp>)
        1    0.000    0.000    0.000    0.000 grammar.py:1203(PCFG)
        1    0.000    0.000    0.000    0.000 tasks.py:697(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 ppattach.py:62(PPAttachmentCorpusReader)
        1    0.000    0.000    0.000    0.000 plot.py:995(ParametricSurfaceSeries)
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 maxent.py:357(MaxentFeatureEncodingI)
        1    0.000    0.000    0.000    0.000 plot.py:1111(BaseBackend)
        1    0.000    0.000    0.000    0.000 exceptions.py:10(SymPyDeprecationWarning)
        1    0.000    0.000    0.000    0.000 xmlreader.py:165(Locator)
        1    0.000    0.000    0.000    0.000 wordnet.py:13(WordNetLemmatizer)
        2    0.000    0.000    0.000    0.000 {built-in method _functools.cmp_to_key}
        5    0.000    0.000    0.000    0.000 regex.py:636(<genexpr>)
        1    0.000    0.000    0.000    0.000 api.py:92(MultiClassifierI)
        1    0.000    0.000    0.000    0.000 spearman.py:8(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:88(contextlib_nullcontext)
        1    0.000    0.000    0.000    0.000 zipfile.py:1954(PyZipFile)
        1    0.000    0.000    0.000    0.000 plot.py:594(List2DSeries)
        1    0.000    0.000    0.000    0.000 positivenaivebayes.py:89(PositiveNaiveBayesClassifier)
        1    0.000    0.000    0.000    0.000 plot.py:869(Parametric3DLineSeries)
        1    0.000    0.000    0.000    0.000 string_category.py:27(StringCategoryCorpusReader)
        1    0.000    0.000    0.000    0.000 arrayprint.py:861(FloatingFormat)
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 logic.py:689(Type)
        1    0.000    0.000    0.000    0.000 transforms.py:1763(InverseCosineTransform)
        1    0.000    0.000    0.000    0.000 ctx_mp.py:1301(PrecisionManager)
        1    0.000    0.000    0.000    0.000 __future__.py:81(_Feature)
        1    0.000    0.000    0.000    0.000 zeta_functions.py:536(dirichlet_eta)
        1    0.000    0.000    0.000    0.000 _globals.py:57(_NoValueType)
        1    0.000    0.000    0.000    0.000 cmudict.py:54(CMUDictCorpusReader)
        1    0.000    0.000    0.000    0.000 core.py:8083(_convert2ma)
        1    0.000    0.000    0.000    0.000 plot.py:1434(TextBackend)
        1    0.000    0.000    0.000    0.000 bessel.py:587(hankel1)
        1    0.000    0.000    0.000    0.000 util.py:373(ConcatenatedCorpusView)
        1    0.000    0.000    0.000    0.000 snowball.py:3687(PortugueseStemmer)
        1    0.000    0.000    0.000    0.000 logic.py:1716(QuantifiedExpression)
        1    0.000    0.000    0.000    0.000 _datasource.py:75(_FileOpeners)
        1    0.000    0.000    0.000    0.000 factor_.py:2170(udivisor_sigma)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:292(ivmpf_constant)
        1    0.000    0.000    0.000    0.000 mace.py:230(Mace)
        1    0.000    0.000    0.000    0.000 maxent.py:430(FunctionBackedMaxentFeatureEncoding)
        1    0.000    0.000    0.000    0.000 lex.py:75(PlyLogger)
        1    0.000    0.000    0.000    0.000 discourse.py:105(CfgReadingCommand)
        1    0.000    0.000    0.000    0.000 probability.py:2301(ProbabilisticMixIn)
        5    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 threading.py:1177(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 dispatcher.py:366(MethodDispatcher)
        4    0.000    0.000    0.000    0.000 core.py:6430(__has_singleton)
        1    0.000    0.000    0.000    0.000 pchart.py:131(SingleEdgeProbabilisticFundamentalRule)
        1    0.000    0.000    0.000    0.000 diophantine.py:245(Linear)
        1    0.000    0.000    0.000    0.000 mathieu_functions.py:210(mathieucprime)
        1    0.000    0.000    0.000    0.000 regexp.py:14(RegexpStemmer)
        1    0.000    0.000    0.000    0.000 api.py:504(ParallelProverBuilder)
        1    0.000    0.000    0.000    0.000 boxer.py:1373(BoxerCard)
        1    0.000    0.000    0.000    0.000 zeta_functions.py:584(riemann_xi)
        1    0.000    0.000    0.000    0.000 association.py:434(ContingencyMeasures)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:173(_ndptr)
        2    0.000    0.000    0.000    0.000 __init__.py:101(CFunctionType)
        1    0.000    0.000    0.000    0.000 api.py:548(ParallelProverBuilderCommand)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 smoothing.py:39(KneserNey)
        1    0.000    0.000    0.000    0.000 casual.py:273(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1565(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 generate.py:417(primepi)
        1    0.000    0.000    0.000    0.000 rslp.py:39(RSLPStemmer)
        1    0.000    0.000    0.000    0.000 request.py:1400(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 util.py:5(assoc)
        1    0.000    0.000    0.000    0.000 threading.py:376(Semaphore)
        2    0.000    0.000    0.000    0.000 __init__.py:1663(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 selectors.py:433(PollSelector)
        1    0.000    0.000    0.000    0.000 common.py:3126(MatrixKind)
        1    0.000    0.000    0.000    0.000 conll.py:503(ConllSRLInstanceList)
        1    0.000    0.000    0.000    0.000 polynomials.py:35(OrthogonalPolynomial)
        1    0.000    0.000    0.000    0.000 request.py:651(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 diophantine.py:687(HomogeneousTernaryQuadraticNormal)
        1    0.000    0.000    0.000    0.000 facts.py:285(__init__)
        3    0.000    0.000    0.000    0.000 core.py:5(exhaust)
        1    0.000    0.000    0.000    0.000 lexicon.py:81(CCGLexicon)
        1    0.000    0.000    0.000    0.000 __init__.py:272(LogRecord)
        1    0.000    0.000    0.000    0.000 util.py:134(_DendrogramNode)
        1    0.000    0.000    0.000    0.000 inverselaplace.py:537(LaplaceTransformInversionMethods)
        1    0.000    0.000    0.000    0.000 zipfile.py:613(LZMACompressor)
        1    0.000    0.000    0.000    0.000 typing.py:539(TypeVar)
        1    0.000    0.000    0.000    0.000 boxer.py:1496(NltkDrtBoxerDrsInterpreter)
        1    0.000    0.000    0.000    0.000 pathlib.py:56(_Flavour)
        1    0.000    0.000    0.000    0.000 senna.py:64(SennaChunkTagger)
        1    0.000    0.000    0.000    0.000 drt.py:570(DrtAbstractVariableExpression)
        1    0.000    0.000    0.000    0.000 client.py:1451(IncompleteRead)
        1    0.000    0.000    0.000    0.000 ibm_model.py:519(Counts)
        1    0.000    0.000    0.000    0.000 mathieu_functions.py:86(mathieuc)
        1    0.000    0.000    0.000    0.000 locks.py:15(_ContextManager)
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 bdb.py:851(Tdb)
        1    0.000    0.000    0.000    0.000 handler.py:22(ErrorHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:767(Filterer)
        1    0.000    0.000    0.000    0.000 zipfile.py:737(_SharedFile)
        1    0.000    0.000    0.000    0.000 snowball.py:1070(DutchStemmer)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 ast.py:347(NodeVisitor)
        1    0.000    0.000    0.000    0.000 pythonfinitefield.py:9(PythonFiniteField)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1232(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 argparse.py:107(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 plot.py:1064(ContourSeries)
        1    0.000    0.000    0.000    0.000 tokenize.py:162(Untokenizer)
        1    0.000    0.000    0.000    0.000 inverselaplace.py:3(InverseLaplaceTransform)
        1    0.000    0.000    0.000    0.000 semcor.py:247(SemcorWordView)
        1    0.000    0.000    0.000    0.000 transports.py:46(ReadTransport)
        1    0.000    0.000    0.000    0.000 grammar.py:1148(ProbabilisticDependencyGrammar)
        1    0.000    0.000    0.000    0.000 boolalg.py:1197(Xnor)
        1    0.000    0.000    0.000    0.000 jsontags.py:43(JSONTaggedDecoder)
        1    0.000    0.000    0.000    0.000 collections.py:344(LazyMap)
        1    0.000    0.000    0.000    0.000 boolalg.py:1134(Nand)
        1    0.000    0.000    0.000    0.000 typing.py:1644(NamedTuple)
        1    0.000    0.000    0.000    0.000 ssl.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pprint.py:77(_safe_key)
        1    0.000    0.000    0.000    0.000 featurechart.py:311(FeatureSingleEdgeFundamentalRule)
        1    0.000    0.000    0.000    0.000 mathieu_functions.py:148(mathieusprime)
        1    0.000    0.000    0.000    0.000 chart.py:1053(SingleEdgeFundamentalRule)
        1    0.000    0.000    0.000    0.000 brill.py:23(Word)
        1    0.000    0.000    0.000    0.000 common.py:3097(_MatrixWrapper)
        1    0.000    0.000    0.000    0.000 api.py:18(ChunkParserI)
        1    0.000    0.000    0.000    0.000 case.py:245(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 parse.py:765(Quoter)
        1    0.000    0.000    0.000    0.000 snowball.py:2620(GermanStemmer)
        1    0.000    0.000    0.000    0.000 facts.py:471(FactKB)
        1    0.000    0.000    0.000    0.000 ibm5.py:575(Model5Counts)
        1    0.000    0.000    0.000    0.000 hyper.py:1095(appellf1)
        1    0.000    0.000    0.000    0.000 solvers.py:18(RawMatrix)
        3    0.000    0.000    0.000    0.000 core.py:862(__init__)
        1    0.000    0.000    0.000    0.000 conll.py:425(ConllSRLInstance)
        1    0.000    0.000    0.000    0.000 case.py:302(_CapturingHandler)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1006(MultOperator)
        1    0.000    0.000    0.000    0.000 polyoptions.py:51(BooleanOption)
        1    0.000    0.000    0.000    0.000 combinator.py:54(ForwardCombinator)
        2    0.000    0.000    0.000    0.000 __init__.py:437(__init__)
        1    0.000    0.000    0.000    0.000 chart.py:965(AbstractChartRule)
        1    0.000    0.000    0.000    0.000 drt.py:976(PossibleAntecedents)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1310(MeijerUnShiftD)
        1    0.000    0.000    0.000    0.000 combinator.py:80(BackwardCombinator)
        1    0.000    0.000    0.000    0.000 core.py:195(<listcomp>)
        4    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        1    0.000    0.000    0.000    0.000 exceptions.py:29(IncompleteReadError)
        1    0.000    0.000    0.000    0.000 diophantine.py:213(Univariate)
        1    0.000    0.000    0.000    0.000 destructive.py:13(MacIntyreContractions)
        1    0.000    0.000    0.000    0.000 logic.py:1538(ConstantExpression)
        1    0.000    0.000    0.000    0.000 core.py:1278(_replace_dtype_fields_recursive)
        5    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1080(UnShiftB)
        1    0.000    0.000    0.000    0.000 snowball.py:3565(NorwegianStemmer)
        1    0.000    0.000    0.000    0.000 request.py:1228(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 polyoptions.py:638(Frac)
        1    0.000    0.000    0.000    0.000 nombank.py:365(NombankSplitTreePointer)
        1    0.000    0.000    0.000    0.000 propbank.py:375(PropbankSplitTreePointer)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 handler.py:223(EntityResolver)
        1    0.000    0.000    0.000    0.000 ndim_array.py:582(ImmutableNDimArray)
        1    0.000    0.000    0.000    0.000 zeta_functions.py:622(stieltjes)
        1    0.000    0.000    0.000    0.000 threading.py:1230(Timer)
        1    0.000    0.000    0.000    0.000 yacc.py:1383(MiniProduction)
        1    0.000    0.000    0.000    0.000 polyutils.py:424(PicklableWithSlots)
        1    0.000    0.000    0.000    0.000 logic.py:322(AndOr_Base)
        1    0.000    0.000    0.000    0.000 singleton.py:137(Singleton)
        1    0.000    0.000    0.000    0.000 polyoptions.py:611(Strict)
        1    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 gaussiandomains.py:166(GaussianInteger)
        1    0.000    0.000    0.000    0.000 factor_.py:2016(divisor_sigma)
        2    0.000    0.000    0.000    0.000 data.py:319(path)
        1    0.000    0.000    0.000    0.000 snowball.py:5754(SwedishStemmer)
        1    0.000    0.000    0.000    0.000 inspect.py:80(ismethod)
        1    0.000    0.000    0.000    0.000 diophantine.py:965(GeneralSumOfSquares)
        1    0.000    0.000    0.000    0.000 polynomials.py:711(chebyshevu_root)
        1    0.000    0.000    0.000    0.000 inference.py:249(PropKB)
        1    0.000    0.000    0.000    0.000 doctest.py:1752(DebugRunner)
        1    0.000    0.000    0.000    0.000 senna.py:46(SennaTagger)
        1    0.000    0.000    0.000    0.000 propbank.py:355(PropbankChainTreePointer)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        1    0.000    0.000    0.000    0.000 chart.py:217(BackwardTypeRaiseRule)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 request.py:1385(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 chart.py:194(ForwardTypeRaiseRule)
        1    0.000    0.000    0.000    0.000 _exceptions.py:81(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 factor_.py:2236(primenu)
        1    0.000    0.000    0.000    0.000 typing.py:1986(io)
        1    0.000    0.000    0.000    0.000 tagged.py:382(TimitTaggedCorpusReader)
        1    0.000    0.000    0.000    0.000 featstruct.py:1868(SubstituteBindingsSequence)
        1    0.000    0.000    0.000    0.000 spherical_harmonics.py:277(Znm)
        1    0.000    0.000    0.000    0.000 kind.py:106(_NumberKind)
        1    0.000    0.000    0.000    0.000 nkjp.py:243(XML_Tool)
        1    0.000    0.000    0.000    0.000 casual.py:255(TweetTokenizer)
        1    0.000    0.000    0.000    0.000 nonprojectivedependencyparser.py:22(DependencyScorerI)
        1    0.000    0.000    0.000    0.000 case.py:208(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 evaluate.py:12(DependencyEvaluator)
        2    0.000    0.000    0.000    0.000 grammar.py:572(productions)
        1    0.000    0.000    0.000    0.000 parameters.py:7(_global_parameters)
        1    0.000    0.000    0.000    0.000 threading.py:1281(_DummyThread)
        1    0.000    0.000    0.000    0.000 rootoftools.py:151(RootOf)
        1    0.000    0.000    0.000    0.000 core.py:67(BasicMeta)
        1    0.000    0.000    0.000    0.000 toolbox.py:328(ToolboxSettings)
        1    0.000    0.000    0.000    0.000 visualization.py:9(VisualizationMethods)
        1    0.000    0.000    0.000    0.000 queues.py:239(LifoQueue)
        1    0.000    0.000    0.000    0.000 combinator.py:103(UndirectedFunctionApplication)
        1    0.000    0.000    0.000    0.000 argparse.py:1599(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 collections.py:293(LazyConcatenation)
        1    0.000    0.000    0.000    0.000 systems.py:32(ODEOrderError)
        1    0.000    0.000    0.000    0.000 gaussiandomains.py:206(GaussianRational)
        1    0.000    0.000    0.000    0.000 homomorphisms.py:537(FreeModuleHomomorphism)
        1    0.000    0.000    0.000    0.000 framenet.py:951(PrettyDict)
        1    0.000    0.000    0.000    0.000 snowball.py:3189(ItalianStemmer)
        1    0.000    0.000    0.000    0.000 extrapolation.py:728(cohen_alt_class)
        1    0.000    0.000    0.000    0.000 internals.py:171(ReadError)
        1    0.000    0.000    0.000    0.000 optimization.py:290(Bisection)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:953(Operator)
        1    0.000    0.000    0.000    0.000 polynomials.py:671(chebyshevt_root)
